gene_id,C_0074_BA9_mRNASeq,C_0107_BA9_mRNASeq,H_1106_BA9_mRNASeq,H_0821_BA9_mRNASeq,C_0103_BA9_mRNASeq,C_0113_CAP_mRNASeq,C_0106_BA9_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,C_0054_BA9_mRNASeq,H_0802_BA9_mRNASeq,H_1105_CAP_mRNASeq,H_0791_BA9_mRNASeq
ENSG00000106031.7,1.0,2.0,2.0,10.0,2.0,1.0,12.0,7.0,1.0,0.0,12.0,15.0,42.0
ENSG00000046604.12,76.5408,55.6736,42.8895,53.7911,21.6999,38.2926,27.958,33.6566,17.5233,23.6495,114.859,60.6056,61.4164
ENSG00000229183.8,23.1645,57.5121,20.1178,105.601,65.7307,55.9907,89.0483,90.4869,72.8633,27.2533,63.5591,25.728,83.8175
ENSG00000228216.1,3.0,9.0,4.0,11.0,5.0,1.0,8.0,6.0,1.0,4.0,3.0,7.0,11.0
ENSG00000235408.5,7.0,33.0,21.0,25.0,23.0,14.0,13.0,14.0,19.0,10.0,33.0,20.0,25.0
ENSG00000161920.9,135.055,163.308,184.928,130.468,107.45,150.736,147.577,160.41299999999995,177.227,188.232,149.821,139.67,135.974
ENSG00000166800.9,115.609,82.1137,72.8636,90.9349,90.3594,38.1385,131.491,53.2381,69.56,106.548,103.279,49.6064,126.721
ENSG00000183570.16,185.768,397.132,222.194,465.691,241.734,285.533,289.274,242.624,491.197,249.722,308.343,284.564,224.427
ENSG00000043039.6,54.8117,69.3012,52.3551,59.0958,49.7212,52.2312,53.3555,84.5377,68.7242,69.3012,83.8709,35.4948,74.571
ENSG00000229893.2,9.0,19.0201,11.0,7.0,7.00975,6.0,9.0,10.0,8.0,11.0,6.0,14.0,12.0083
ENSG00000106052.13,6734.42,6888.08,7383.17,4369.68,4709.08,5700.0,5799.2,4139.01,5102.0,8320.35,6580.44,6151.02,6762.23
ENSG00000183666.16,743.8760000000002,887.52,673.425,644.35,939.109,1620.49,546.813,674.443,1262.41,815.0360000000002,529.4580000000002,647.753,1654.46
ENSG00000153814.11,1591.57,1723.9,1789.82,1167.31,1398.91,1106.0,1621.8,808.0,1064.0,1906.65,1789.56,1170.97,2008.76
ENSG00000206623.1,6.0,6.0,4.0,10.0,7.0,9.0,12.0,12.9705,10.0,1.0,18.0,5.0,7.0
ENSG00000146592.16,485.907,2239.34,1496.18,1382.44,513.7959999999998,1056.81,638.13,418.252,1278.83,1164.97,800.706,1583.93,543.01
ENSG00000225286.1,4.0,16.0,13.0,21.0,8.0,12.0,6.0,0.0,8.0,7.0,6.0,17.0,3.0
ENSG00000197728.9,3985.31,896.8810000000002,3379.63,653.094,1284.6,3804.45,2227.09,2029.0,1804.77,4025.86,3232.33,3002.5,3540.1
ENSG00000255690.2,1014.0,1312.0,1263.0,614.0,1343.0,1559.0,406.0,871.0,1032.0,1156.0,739.0,1040.0,745.0
ENSG00000233517.1,29.0,35.0,32.0,40.0,26.0,55.0,47.0,70.0,30.0,4.0,38.0,33.0,61.0
ENSG00000229452.1,9.0,6.0,10.0,11.0,4.0,17.0,12.0,25.0,17.0,9.0,19.0,12.6622,13.0
ENSG00000106069.20,1238.6,1678.6,2059.72,1326.54,691.051,1251.33,1465.45,1230.71,1539.73,1536.67,1213.57,1701.75,1758.58
ENSG00000263355.1,4.16516,9.47096,10.5109,5.26883,11.5006,6.25101,13.4232,9.42472,4.11909,9.19191,4.1862,6.20538,7.3857
ENSG00000237065.2,11.0,20.3439,11.0,35.0,26.0,23.0,12.0,48.0,52.0,6.0,30.0,25.8937,25.0
ENSG00000223813.2,22.0,15.0,20.0,41.0,16.0,35.0,15.0,23.0,31.0,20.0,15.0,28.0,42.0
ENSG00000124067.16,444.637,545.575,387.067,809.012,564.341,562.84,312.21,437.631,866.13,458.507,475.416,486.729,418.055
ENSG00000277304.1,4.57849,12.1703,3.01636,19.6449,17.9212,7.08483,9.2553,6.47226,7.12673,3.62925,10.2826,4.02651,11.3456
ENSG00000160972.9,300.8590000000001,405.345,252.532,493.514,397.271,464.824,308.87,350.534,548.748,281.379,277.211,291.107,349.107
ENSG00000176532.3,22.0,10.0,5.0,29.0,8.0,9.0,2.0,3.0,20.0,14.0,13.0,18.0,9.0
ENSG00000104415.13,11.0,11.0,25.0,33.0,7.80455,3.32325,7.0,13.0,52.81800000000001,18.0001,34.0023,60.0,16.0
ENSG00000235711.4,470.855,465.364,546.238,198.0,297.826,103.449,534.8480000000002,108.801,95.705,358.7390000000001,488.99300000000005,177.505,758.4169999999998
ENSG00000122574.10,513.0790000000002,1569.16,548.668,1574.16,911.119,2342.65,1463.6,2349.25,2867.59,817.7389999999998,1150.12,2559.28,1571.85
ENSG00000233010.1,8.0,17.0,7.0,16.0,11.0,10.0,16.0,18.0,16.0,7.0,20.0,11.0,23.0
ENSG00000198570.5,21.823,45.6187,36.385,49.1822,38.2892,55.2491,44.7914,41.9421,54.0541,31.6475,52.3864,32.2351,50.53100000000001
ENSG00000136193.16,13891.0,15267.0,15037.0,10542.0,12654.0,11422.0,12711.0,9402.0,10884.0,15847.0,15608.0,13384.0,17222.0
ENSG00000267273.1,31.0,60.0,33.0,86.0,44.0,60.0,37.0,49.0,63.0,31.0,62.0,34.0,52.0
ENSG00000180354.15,30644.0,56224.1,48679.4,33527.5,30683.0,24605.0,32516.1,19442.8,29110.3,44401.6,34335.2,29436.5,40190.9
ENSG00000207771.1,7.5,4.4705900000000005,1.0,2.0,12.6667,8.4,5.625,0.0,14.6667,1.75,5.5,1.25,3.90625
ENSG00000235859.5,221.0,307.0,291.0,328.0,281.0,140.0,319.0,114.0,192.0,267.0,298.0,164.0,439.0
ENSG00000272638.1,10.193,16.2103,7.0963699999999985,27.1022,19.0739,0.0,21.0001,7.48849,0.0,8.21108,0.00482987,0.0,33.6955
ENSG00000179859.8,161.916,224.292,146.23,213.689,190.075,211.998,258.748,156.123,187.571,209.543,265.79,282.5420000000001,278.772
ENSG00000274070.1,538.18,735.722,513.387,1017.9,618.35,351.103,524.679,607.717,564.9259999999998,472.0,594.275,360.285,893.3969999999998
ENSG00000252985.1,9.0,34.0,28.0,41.0,10.0,25.0,20.0,36.0,34.0,14.0,32.0,14.0,21.0
ENSG00000106105.13,3456.0,2973.0,3123.08,2099.0,2331.0,2290.0,2499.0,1785.16,2256.0,3633.0,3151.52,2488.0,3300.0
ENSG00000106113.18,70.0,138.0,54.0,158.0,162.0,95.0,107.0,92.0001,169.0,72.0001,110.0,62.9999,101.0
ENSG00000106125.14,340.657,524.13,329.432,614.739,449.11800000000005,674.618,556.45,918.857,754.959,401.117,537.738,415.952,573.918
ENSG00000267199.1,599.7090000000002,1536.73,986.055,1449.61,958.834,978.46,1136.8,1152.66,1362.51,805.811,1148.97,772.852,1337.25
ENSG00000279202.1,92.9817,169.696,118.441,146.726,154.83,166.93099999999995,142.57,257.012,259.932,91.408,192.143,122.184,161.221
ENSG00000078549.14,4457.35,5261.91,4962.4,5778.74,5377.26,4883.68,5444.67,3311.93,4538.84,5108.95,5398.61,5551.37,7028.56
ENSG00000232887.1,2.0,7.0,10.0,15.0,12.0,7.0,19.0,4.0,8.0,5.0,13.0,9.0,29.0
ENSG00000164600.6,2565.0,833.0,1985.0,170.0,1265.0,9.0,495.0,7.0,43.0,2320.0,1444.0,62.0,918.0
ENSG00000106341.10,47.0,41.0,24.0,37.0,35.0,35.0,40.0,12.0,20.0,40.0,36.0,33.0001,44.0
ENSG00000183054.11,4128.95,6137.94,5438.5,6846.42,6208.49,4066.21,7727.23,5655.66,6206.9,7838.75,7261.52,3594.31,9844.95
ENSG00000236460.1,10.0,91.0,51.0,50.0,19.0,36.0,33.0,35.0,64.0,24.0,42.0,20.0,36.0
ENSG00000229852.2,428.479,485.491,397.043,589.241,440.74300000000005,471.214,483.549,500.666,481.495,404.749,427.719,343.598,503.502
ENSG00000231903.1,8.0,2.0,3.0,2.0,4.0,9.0,15.0,8.0,2.0,4.0,6.0,5.0,5.0
ENSG00000232778.1,11.0,18.0,17.0,20.0,22.0,22.0,13.0,21.0,14.0,9.0,18.0,9.0,12.0
ENSG00000226468.2,4.0,18.0,2.0,67.0,8.0,14.0,16.0,34.0,29.0,11.0,22.0,5.0,18.0
ENSG00000075292.18,9082.0,14104.0,12195.0,13742.8,9491.0,10619.0,12127.4,10806.0,13139.0,11425.0,12358.4,9069.26,14028.0
ENSG00000226421.1,3.0,12.0,7.0,17.0,0.0,4.0,6.0,9.0,10.0,1.0,5.0,2.0,7.0
ENSG00000242103.1,47.0,159.0,58.0,112.0,106.0,49.0,103.0,104.0,85.0,79.0,118.0,24.0,107.0
ENSG00000243943.9,1703.27,2271.87,2079.62,1405.71,1501.48,1514.21,1612.0,1110.87,1386.48,2413.08,2079.26,1422.1,1801.32
ENSG00000281332.1,418.393,309.0,374.784,296.941,352.0,385.332,453.0,332.876,357.641,279.30400000000003,365.0,361.406,487.992
ENSG00000248758.1,5.0,12.0,10.0,7.0,24.0,7.0,8.0,2.0,19.0,12.0,17.0,12.0,10.0
ENSG00000231908.1,14.2278,33.6643,26.1077,39.48,25.4719,20.6913,28.2475,25.2793,28.9021,33.6039,32.3357,40.8928,40.1945
ENSG00000251999.1,6.0,4.0,9.0,7.0,4.0,10.0,7.0,6.0,6.0,6.0,4.0,4.0,6.0
ENSG00000259673.5,190.98,298.7990000000001,200.942,236.881,233.106,263.747,233.681,294.221,389.421,272.599,297.277,238.79,276.594
ENSG00000231952.3,55.4605,64.762,66.5518,42.7793,83.3088,115.054,70.6336,62.0388,96.4218,63.7546,74.5653,76.3015,95.3169
ENSG00000205763.13,348.365,352.166,329.277,400.502,422.897,297.255,411.832,410.727,453.612,323.399,310.365,490.637,646.6080000000002
ENSG00000122642.10,1182.96,1515.23,1210.99,947.974,1106.09,942.904,759.061,621.867,1250.49,1455.26,1331.7,1123.6,932.259
ENSG00000197256.10,373.708,452.86,417.3130000000001,1016.11,421.524,449.207,446.739,430.342,772.166,425.122,887.862,360.686,750.332
ENSG00000150281.6,47.3338,25.1527,36.9134,43.2621,36.0437,47.1211,32.5719,38.2016,75.1422,33.4226,40.3415,45.1208,44.7642
ENSG00000111788.10,31.0239,5.53085,4.10036,20.6582,22.5415,6.08306,7.46617,33.6634,49.4667,3.08345,53.1718,7.2374,32.5274
ENSG00000122507.20,1043.0,1639.0,1434.0,1262.0,1248.0,1749.0,1377.0,1608.0,1642.0,1802.0,1437.0,1705.0,1879.0
ENSG00000131748.15,562.006,856.0010000000002,595.0,1093.0,647.0,717.007,636.0,1844.0,1081.08,527.0,722.0089999999999,681.1060000000001,914.011
ENSG00000236494.1,20.0,31.0,59.0,27.0,33.0,32.0,49.1966,28.0,47.0,35.0,32.0,17.0,51.0
ENSG00000273240.1,16.0,44.0,37.0,39.0,36.0,23.0,63.0,42.0,35.0,33.0,38.0,19.0,58.0
ENSG00000164619.8,970.777,1225.16,1095.5,857.6089999999998,1132.26,519.34,1114.26,300.343,552.0509999999998,1409.53,1170.85,535.034,1258.84
ENSG00000172243.17,173.41099999999997,136.704,223.197,184.903,216.71,252.145,140.996,211.912,445.116,273.826,406.489,336.326,186.606
ENSG00000255418.5,33.0,64.0,55.0,54.0,42.0,17.0,35.0,37.0,57.0,37.0,67.0,34.0,61.0
ENSG00000227237.1,3.0,2.0,6.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,10.0
ENSG00000137414.5,2606.0,2756.98,3129.96,1828.99,2214.98,2623.0,2710.0,2158.98,1942.98,3312.0,2904.0,2848.0,3397.0
ENSG00000122557.9,1061.18,1218.06,1150.29,917.269,1022.09,1116.58,936.231,1133.77,1245.54,1304.31,1140.58,1258.1,1327.53
ENSG00000271122.1,568.004,814.5269999999998,774.915,634.375,620.757,570.409,588.884,528.102,695.7860000000002,620.7230000000002,782.201,512.35,719.096
ENSG00000261520.5,491.0,740.0,611.9159999999998,884.945,665.7860000000002,581.001,916.395,1041.48,887.0,567.2769999999998,911.241,488.0,1069.84
ENSG00000265559.2,22.7092,14.5341,8.78293,10.0,9.0,7.6543199999999985,10.6738,12.0859,18.2811,7.0,10.7271,3.08228,8.814060000000003
ENSG00000227544.8,173.0,343.15,740.3789999999998,163.719,153.241,277.933,131.78,126.685,308.308,451.103,229.371,296.8040000000001,162.795
ENSG00000270702.1,3.0,11.0,4.0,16.0,7.0,2.0,13.0,5.0,10.0127,6.0,4.0,6.0,4.0
ENSG00000157703.15,14.0,34.0,29.0,21.0,22.0,69.9999,27.0,36.0001,42.0,29.0,26.0,70.0,21.0
ENSG00000231563.1,17.0,26.0,23.0,43.0,30.0,43.0,22.0,73.0,63.0,11.0,23.0,23.0,22.0
ENSG00000122545.18,17762.3,17887.6,22665.6,9381.56,13498.5,10164.4,10957.8,8255.83,11464.1,21559.0,15506.9,11469.7,15165.1
ENSG00000156076.9,2082.0,1131.0,1899.0,270.0,1172.0,2487.0,435.0,573.0,695.0,903.0,732.0,1527.0,913.0
ENSG00000254101.5,57.19300000000001,39.6764,47.68899999999999,53.5262,51.5287,22.202,52.0007,19.1602,21.0348,31.489,86.8538,12.0,56.9076
ENSG00000232930.1,12.1995,19.6406,15.7127,15.1313,39.2269,17.6925,9.83279,37.3993,20.1321,16.3331,18.4756,27.4079,15.0309
ENSG00000089597.16,3016.77,4054.07,3498.62,3126.99,2828.11,3653.79,3037.47,2659.16,3620.31,4129.16,3650.5,3416.54,3952.23
ENSG00000164542.12,924.828,863.7710000000002,884.613,772.7389999999998,723.382,957.926,1201.97,834.57,869.658,964.441,906.364,932.107,1293.18
ENSG00000230539.1,3.0,6.0,8.0,11.0,5.0,10.0,1.0,14.0,28.0,8.0,11.0,10.0,5.0
ENSG00000158683.7,109.0,398.0,143.0,473.0,235.0,225.0,288.0,627.0,476.0,167.0,310.0,252.0,293.0
ENSG00000229424.1,5.0,11.0,11.0,10.0,5.0,10.0,1.0,4.0,14.0,13.0,13.0,6.0,4.0
ENSG00000258951.1,23.0,43.0,37.0,65.0,14.0,22.0,23.0,37.0,46.0,24.0,39.0,5.0,48.0
ENSG00000234567.1,2.0,12.0,10.0,2.0,14.0,9.75513,3.0,32.0,54.0,22.0,11.0,12.0,6.0
ENSG00000155849.15,3247.45,5186.87,4424.39,4048.24,3039.41,3435.35,2674.21,2755.99,3907.61,4187.21,3848.04,3548.64,3733.54
ENSG00000221325.1,9.0,26.0,21.0,36.0,13.0,23.0,12.0,18.0,29.0,11.0,34.0,24.0,22.0
ENSG00000224706.1,3.0,21.0,9.0,11.0,5.0,5.0,4.0,0.0,18.0,5.0,6.0,3.0,7.0
ENSG00000275888.1,6.0,13.0,8.0,25.0,17.0,7.0,10.0,5.0,15.0,2.0,8.0,6.0,4.0
ENSG00000254163.1,13.0,26.0,36.0,18.0,18.0,19.0,11.0,19.0,27.0,8.0,24.0,6.0,19.0
ENSG00000200113.1,2.0,19.0,15.0,17.0,4.0,13.0,2.0,6.0,17.0,8.0,6.0,15.0,7.0
ENSG00000187037.8,20.3712,41.2026,32.1606,67.7493,28.6619,40.1658,29.6287,52.2981,72.6379,33.8124,36.9732,32.0899,50.0133
ENSG00000207008.1,57.0,58.0,36.0,53.0,77.0,89.0,43.0,88.0,72.0,89.0,63.0,129.0,53.0
ENSG00000268455.1,9.0,9.0,9.0,28.0,8.0,7.0,19.0,10.0,6.0,4.0,9.0,8.0,31.0
ENSG00000086289.11,2361.0,2690.33,2176.0,1584.0,1694.0,767.0,3306.0,467.0,511.0,2890.0,2590.0,693.788,2500.0
ENSG00000272625.1,6.0,6.0,4.0,10.0442,6.0,8.0,6.0,12.0,15.0,5.0,8.0,13.0,13.0
ENSG00000086288.11,2.0,25.0,4.0,27.0,2.0,10.0,8.0,18.0,20.0,6.0,9.0,7.0,5.0
ENSG00000274214.1,7.0,9.0,7.0,15.0,20.0,11.0272,21.0,35.0576,27.0,17.0,21.0,7.0,20.0
ENSG00000251276.1,40.0,118.0,49.0,85.0,66.0,38.0,80.0,32.0,42.0,57.0,89.0,16.0,83.0
ENSG00000255931.1,7.0,13.0,2.0,32.0,6.0,18.0,36.0,34.0,26.0,7.0,24.0,42.0,41.0
ENSG00000106483.11,58.0,69.0,75.9999,77.0,59.0,150.0,57.0,79.0,78.9999,56.0001,68.0,71.0,71.0
ENSG00000227191.8,20.8324,42.7936,28.3882,19.0937,2.6721,11.7774,14.0,18.8643,139.21,25.283,51.3303,17.0,15.0
ENSG00000142945.12,20.0,36.0,12.0,54.0,36.0,21.0,39.0,35.0,42.0,34.0,40.0,39.0,30.0
ENSG00000101331.15,79.0,105.0,89.2957,91.3679,76.1737,49.8404,65.8955,52.0,103.706,69.0,66.0,43.721,60.0
ENSG00000166340.15,1467.0,2848.0,2123.0,2906.0,1948.0,2031.0,2714.0,2696.0,2852.0,1957.0,2213.0,3068.0,2872.0
ENSG00000255001.1,17.0,59.0,59.0,41.0,31.0,43.0,29.0,28.0,46.0,34.0,35.0,14.0,40.0
ENSG00000232164.1,573.203,1543.42,658.145,1878.93,1696.97,1110.08,1330.01,990.947,2099.54,844.21,1157.66,615.45,1267.56
ENSG00000176769.9,403.964,309.7920000000001,377.355,353.0730000000001,487.892,58.1231,413.58,41.0618,64.8837,408.995,544.52,65.0555,599.089
ENSG00000141570.10,129.0,130.0,120.0,69.0,74.0,62.0,58.0,60.0,61.0,91.0,115.0,93.0,109.0
ENSG00000234175.1,6.0,13.0,13.0,11.0,22.0,10.0,29.0,10.0,9.0,8.0,20.0,4.0,11.0
ENSG00000230287.3,7.0,22.0,7.0,11.0,7.0,14.0,12.0,2.0,15.0,3.0,9.0,13.0,13.0
ENSG00000272908.1,22.0,46.0,48.0,35.0,13.0,43.0,39.0,40.0,39.0,36.0,29.0,17.0,47.0
ENSG00000164871.17,1.00145,7.9715,8.4612,11.9347,0.994801,8.00227,3.96852,4.98957,6.45335,2.9867,5.9745300000000015,9.98003,11.9019
ENSG00000271631.1,18.5464,23.3786,21.8616,24.4633,11.1417,10.2053,16.0,15.6593,18.3636,12.0,15.7853,14.4539,15.3616
ENSG00000119231.10,3070.59,4286.45,3286.24,2993.2,2943.04,2483.24,3185.76,2039.14,2837.61,3531.54,3589.58,2234.71,4095.46
ENSG00000228709.1,4.0,2.0,3.0,3.0,11.0,6.0,4.0,2.0,11.0,1.0,17.0,9.0,1.0
ENSG00000229132.2,4.00866,22.0154,6.01204,16.0433,8.01728,28.0614,13.0129,66.1263,47.065,10.0261,22.0,29.0279,18.0
ENSG00000248374.1,3.0,12.0,6.0,19.0,4.0,3.0,6.0,11.0,12.0,6.0,10.0,4.0,8.0
ENSG00000279996.1,91.3734,155.36700000000005,115.496,173.84400000000005,119.804,85.1329,136.21,144.06799999999996,150.469,81.8483,141.268,120.548,135.866
ENSG00000104435.13,25781.0,14765.0,21766.0,7468.99,10962.0,7823.0,16098.0,4627.0,6265.0,21332.0,18116.0,8087.0,18242.0
ENSG00000201302.1,9.0,7.0,9.0,16.0,10.0,15.0,18.0,11.0,8.0,4.0,2.0,11.0,15.0
ENSG00000243944.5,1.0,10.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,4.0,6.0,13.0,4.0
ENSG00000006715.15,6276.03,6658.44,6815.83,3653.28,4912.72,4118.18,5781.6,3326.63,4081.6,7698.62,7290.21,4046.69,6516.96
ENSG00000128422.15,326.0,182.0,232.0,123.0,60.0,2.0,126.0,3.0,24.0,306.0,93.0,30.0,135.0
ENSG00000233854.1,34.0884,23.4266,36.8994,32.2047,15.1088,2.49719,35.386,0.0,0.0,21.0565,32.1558,0.0,16.051
ENSG00000236015.1,9.0,53.0,29.0,59.0,29.0,31.0,34.0,32.0,41.0,29.0,28.0,23.0,48.0
ENSG00000226823.1,35.0716,55.0,26.1115,23.1705,34.1347,39.0704,30.0872,33.0,27.0,26.7787,35.0,28.0,23.0648
ENSG00000117616.17,3088.95,3881.23,3752.34,3765.13,2852.28,3381.18,3050.31,2979.97,4507.45,3329.13,4124.62,1802.57,3045.77
ENSG00000235470.5,22.0,36.0,16.0,23.0,31.0,33.0,29.0,20.0,39.0,12.0,18.0,21.0,21.0
ENSG00000172819.16,137.0,163.0,99.9999,239.0,128.0,190.0,148.0,175.0,185.0,99.0,153.0,117.0,142.0
ENSG00000280543.1,65.8723,97.3365,69.1423,129.366,107.902,80.2585,99.229,136.248,119.696,57.3244,155.588,63.6322,107.708
ENSG00000227352.1,5.0,13.0,10.0,27.0,8.0,12.0,19.0,30.0,24.0,9.0,9.0,7.0,22.0
ENSG00000228554.1,33.0,35.0,31.0,44.0,37.0,27.0,50.0,79.0,52.0,34.0,48.0,30.0,29.0
ENSG00000268738.2,0.0,0.0,16.1883,0.0,40.835,17.7544,0.0,0.0,34.2201,22.9358,0.0,0.0,0.0
ENSG00000106565.17,147.121,200.749,126.038,293.441,148.532,274.082,176.521,591.16,738.1160000000001,275.115,313.241,609.0,154.05700000000004
ENSG00000204398.5,9.0,23.0,4.0,24.0,17.0,15.0,33.0,34.0,23.0,4.0,14.0,14.0,32.0
ENSG00000234535.1,4.0,4.0,4.0,8.0,2.0,3.0,5.0,3.0,2.0,3.0,9.0,9.0,2.0
ENSG00000239942.2,1.0,6.0,4.0,13.0,7.0,5.70101,9.0,18.0,3.0,1.0,6.0,2.0,7.0
ENSG00000135625.7,150.0,37.0,147.0,39.0,84.0,236.0,35.0,186.0,163.0,73.0,70.0,329.0,38.9999
ENSG00000270797.1,2.37875,12.7659,7.083469999999998,17.5786,12.9002,14.8958,10.9407,17.2441,15.0253,8.74565,10.99,13.8332,13.0705
ENSG00000198171.12,2769.0,1152.0,1905.0,1153.0,1521.99,1105.0,1391.0,1433.0,1301.0,1545.0,1479.0,973.0,1720.0
ENSG00000273444.1,8.0,7.0,5.0,22.0,7.0,10.0,31.0,13.0,13.0,7.0,4.0,2.0,19.0
ENSG00000173801.16,212.0,465.0,255.0,709.0,174.0,197.0,147.0,218.0,337.0,190.0,246.0,306.001,205.0
ENSG00000168828.5,22.0,87.0,28.0,86.0,61.0,69.0,90.0,112.0,71.0,11.0,45.0,22.0,54.0
ENSG00000237748.1,6.8749600000000015,7.0,2.0,11.0,8.01643,5.0,12.0,7.0,14.0261,6.01438,10.0182,3.00725,7.01307
ENSG00000270577.1,4.0,9.0,4.0,11.0,1.0,6.0,20.0,18.0,13.0,4.0,11.0,4.0,20.0
ENSG00000165731.17,171.0,647.0,249.0,331.001,295.0,70.0,372.0,57.9999,86.0001,455.0,333.0,98.0,394.001
ENSG00000175600.15,82.0,72.0001,82.0,48.0,57.0,104.0,47.0001,108.0,139.0,81.0001,100.0,129.0,56.0
ENSG00000242612.6,185.432,231.617,150.325,184.882,158.605,199.923,117.791,157.394,247.751,162.718,189.614,185.59,176.528
ENSG00000277563.1,1.0,7.0,5.0,15.0,5.0,4.0,8.0,9.0,1.0,1.0,6.0,4.0,8.0
ENSG00000244425.3,27.669,26.6754,18.4517,23.3363,22.3606,26.0,22.1925,25.0,35.8708,14.0,29.2084,26.2276,23.3698
ENSG00000136197.12,428.734,295.897,677.997,312.27,418.999,216.264,427.585,235.476,236.512,646.993,668.7389999999998,388.544,674.337
ENSG00000256646.7,317.1740000000001,428.352,0.00418836,249.283,148.067,299.824,151.734,241.644,369.565,159.727,33.6103,113.706,204.995
ENSG00000106588.10,1371.33,1146.13,1562.23,712.7760000000002,1046.98,1273.22,1116.95,989.088,1133.72,1772.3,1364.72,1769.62,1362.71
ENSG00000141433.12,518.577,354.435,455.976,130.0,301.491,35.0,230.094,13.0405,31.0215,588.375,601.45,24.9258,574.585
ENSG00000144535.19,735.437,1417.03,1019.58,1296.72,1140.44,1014.47,940.471,1377.23,1424.45,848.778,1167.34,968.219,1284.51
ENSG00000274933.5,13.0643,172.551,38.3472,42.8173,29.5754,21.901,23.7445,57.6393,45.1217,5.65831,30.6233,56.8732,71.0043
ENSG00000002746.14,3999.56,6727.37,4234.77,4730.12,5430.18,1962.37,5084.9,1942.53,2242.25,5825.12,6382.36,1500.8,5949.09
ENSG00000243373.3,17.9047,20.6217,20.8413,22.3599,27.5586,29.3946,18.1128,43.69600000000001,38.0,21.4373,32.0539,26.0292,20.4545
ENSG00000181211.1,133.0,425.0,201.0,437.0,294.0,154.0,435.0,243.0,206.0,136.0,335.0,159.0,465.0
ENSG00000228680.1,20.0,115.0,30.0,124.0,85.0,36.0,124.0,64.0,62.0,35.0,101.0,17.0,108.0
ENSG00000262772.1,28.4252,27.7476,20.0774,58.0999,19.6904,40.4617,26.2351,24.4843,20.2977,20.9444,39.0437,28.4045,39.564
ENSG00000136770.10,480.0,477.04,587.0,552.0,551.828,491.0,420.0,528.0,603.619,538.0,557.0,616.951,532.0
ENSG00000164543.5,863.2189999999998,986.015,976.06,773.75,821.582,990.582,1033.36,853.6610000000002,930.646,1034.42,1110.28,1022.86,1214.97
ENSG00000163002.12,424.081,527.243,487.044,381.956,431.997,509.752,408.09,646.081,535.755,520.805,480.943,596.189,600.274
ENSG00000106605.10,782.591,749.154,766.1669999999998,495.208,628.548,410.152,659.5269999999998,285.07,523.684,1040.53,707.8,634.781,768.3589999999998
ENSG00000106608.16,1669.5,2376.46,1728.98,2612.57,1770.47,1621.45,2235.02,1654.98,1890.55,1936.6,1970.36,1488.33,2790.59
ENSG00000151131.10,6875.6,13571.3,9511.57,10968.5,11311.3,9202.16,11599.6,8308.51,11549.4,9095.71,12368.4,6479.34,12595.1
ENSG00000004948.13,15.0,3.0,15.0,8.0,12.0,22.0,7.0,4.0,13.0,17.0,24.0,38.0,12.0
ENSG00000225591.2,2.0,14.0,15.0,13.0188,4.0,15.0,4.00108,18.0,19.0047,9.0,15.0029,19.0,10.0
ENSG00000175164.13,368.436,804.492,578.4259999999998,781.7810000000002,643.013,496.194,607.901,614.53,788.077,438.854,742.2669999999998,391.4380000000001,699.447
ENSG00000235492.1,1.0,22.0,8.0,6.0,4.0,3.0,2.0,1.0,21.0,4.0,10.0,5.0,1.0
ENSG00000106128.18,14.0,9.0,5.0,39.0,14.0,14.0,11.0,6.0,13.0,6.0,16.0,21.0,14.0
ENSG00000225203.2,2.0,12.0,11.0,8.0,11.0,5.0,8.0,12.0,13.0,8.0,14.0,10.0,10.0
ENSG00000237972.1,12.0,37.0,12.0,57.0,39.0,38.0,29.0,43.0,38.0,12.0,24.0,21.0,45.0
ENSG00000280776.1,281.0,132.0,263.0,55.0,143.0,3.0,69.0,5.0,1.0,259.0,183.0,15.0,149.0
ENSG00000118515.11,913.007,3600.77,2504.43,4315.11,915.514,2519.46,1282.28,2396.13,3034.36,3167.26,2257.97,4907.08,1399.66
ENSG00000078967.12,716.702,1173.53,1016.87,894.22,975.978,818.346,911.387,827.9110000000002,1016.11,937.845,1088.73,805.4580000000002,1052.03
ENSG00000214783.9,181.601,265.948,138.808,266.118,236.577,179.796,178.324,207.666,273.789,138.662,287.03,157.345,168.71200000000005
ENSG00000136206.3,28.0151,105.985,47.2753,115.423,95.8818,69.4819,122.952,82.391,121.902,56.5662,62.1551,55.827,85.0827
ENSG00000212493.1,1.0,2.0,16.0,0.0,3.0,9.0,7.0,7.0,9.0,6.0,4.0,4.0,6.0
ENSG00000228434.1,337.35,662.09,295.098,517.508,949.896,631.38,693.0060000000002,720.8580000000002,806.04,268.166,524.955,347.796,525.183
ENSG00000151743.10,2005.56,1874.2,2144.29,1000.96,1416.08,1227.8,1370.36,969.793,1252.75,2255.08,1767.01,1237.46,1670.46
ENSG00000118972.1,371.145,427.463,339.80800000000005,433.675,430.762,412.587,555.553,410.836,576.327,371.064,527.988,317.052,442.61
ENSG00000272655.2,174.74599999999995,235.893,187.149,201.073,207.43,165.22400000000005,201.217,162.384,222.715,155.88,222.682,126.903,251.926
