gene_id,H_0689_BA9_mRNASeq,H_0709_BA9_mRNASeq,C_0074_BA9_mRNASeq,C_0107_BA9_mRNASeq,H_1106_BA9_mRNASeq,H_0821_BA9_mRNASeq,H_0723_BA9_mRNASeq,C_0103_BA9_mRNASeq,C_0113_CAP_mRNASeq,H_0513_BA9_mRNASeq,C_0106_BA9_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_1105_BA9_mRNASeq,H_0656_BA9_mRNASeq,C_0054_BA9_mRNASeq,H_0802_BA9_mRNASeq,H_1105_CAP_mRNASeq,H_0791_BA9_mRNASeq,H_1104_BA9_mRNASeq,H_0601_BA9_mRNASeq
ENSG00000244300.2,53.0,25.0,13.4422,20.3515,15.1555,39.3514,9.0,22.1214,16.5942,60.0128,14.0576,16.099,51.3879,17.0355,9.0,15.0725,16.3857,7.1272,21.1363,20.0,17.0
ENSG00000149636.15,40.0,101.0,241.953,340.582,278.699,298.746,209.0,250.6,244.94,587.509,244.62,204.959,257.16900000000004,153.0,121.0,283.04,314.108,274.023,288.005,108.0,145.0
ENSG00000170919.15,217.901,475.6,604.382,1212.96,745.37,1279.08,653.095,800.569,1203.22,2031.59,994.099,1254.17,1509.96,338.621,360.603,653.7719999999998,1039.84,777.89,979.665,379.472,493.971
ENSG00000146122.16,2531.78,1138.12,2607.22,8270.31,6811.25,4905.29,1274.61,3100.69,4150.42,5760.32,1656.73,2769.14,6096.3,1832.25,2273.21,4385.06,2679.46,4481.34,1857.09,1521.14,5487.96
ENSG00000281181.1,9667.67,2087.91,269394.0,6204.95,4331.01,7151.01,3625.93,41241.1,7836.46,19478.6,106795.0,321675.0,30773.3,3673.53,4877.11,5343.17,9566.24,25696.8,3804.25,4074.02,7385.73
ENSG00000176623.11,364.074,248.507,919.23,1288.77,1374.35,884.802,355.23,1158.1,1405.77,1382.01,840.8739999999998,967.516,1522.68,297.815,367.189,1364.38,1301.0,1319.05,1165.11,201.542,515.387
ENSG00000281969.1,6.0,2.0,160.102,780.7180000000002,286.097,423.415,5.0,234.148,275.047,7.0,210.186,206.22,388.497,8.0,3.0,216.206,203.701,176.09900000000005,173.05900000000003,6.0,16.0
ENSG00000006016.10,250.828,848.85,277.186,263.828,266.621,453.80800000000005,508.115,499.636,342.969,2473.22,458.913,193.457,306.192,418.659,490.744,349.617,320.461,133.358,381.9,453.609,411.0630000000001
ENSG00000253596.1,3.0,11.0,25.0,22.0,25.0,22.0,22.0,15.0,24.0,50.0,19.0,26.0,30.0,12.0,9.0,18.0,46.0,35.0,23.0,12.0,10.0
ENSG00000235033.7,49.3751,18.0772,166.30200000000005,672.06,291.288,460.067,24.3494,197.838,188.82,48.2945,168.238,156.391,477.588,32.9338,17.9624,191.162,214.858,179.78900000000004,200.459,32.6695,221.407
ENSG00000124615.17,293.845,550.721,327.675,749.5260000000002,402.755,835.5169999999998,408.173,404.836,341.999,1425.62,466.699,401.917,636.922,359.814,380.83,445.235,504.919,342.771,511.294,257.195,371.633
ENSG00000204091.7,4.0,50.0,66.0,177.0,89.0,357.0,27.0,175.0,9.0,67.0,244.0,2.0,35.0,42.0,12.0,58.0,142.0,16.0,261.999,38.0,26.0
ENSG00000112299.7,19.0,6.49943,81.6414,223.288,127.104,186.671,9.0,142.94899999999996,133.233,20.0,155.554,180.072,270.064,2.0,6.0,116.685,188.186,182.877,179.548,2.25677,6.0
ENSG00000124602.9,22.2089,14.0,8.0,53.1409,28.7947,48.6361,35.8473,33.4363,35.836,108.846,30.1538,12.0,64.8727,24.0,19.0,32.1466,48.2143,34.5675,17.1162,7.673389999999999,28.5004
ENSG00000001167.14,304.0,124.0,745.0,1471.0,1111.0,1406.0,267.0,934.0,999.0,635.0,1066.0,937.0,1328.0,191.0,161.0,823.0,1012.0,1074.0,1389.0,225.0,451.0
ENSG00000107185.9,336.218,281.329,1467.97,2442.56,1803.29,1918.78,444.889,1948.54,1559.75,1236.51,1524.06,1360.51,1875.24,361.17,280.11,1770.8,2185.78,1394.62,1920.85,314.78,707.783
ENSG00000226995.7,2.0,6.99999,12.0,30.41,17.4947,56.6009,12.0,29.3331,22.0,47.1031,16.3174,49.5546,50.0518,4.0,7.57808,14.3772,35.5643,17.0397,33.4701,8.61479,8.0
ENSG00000095970.16,42.0,58.0,133.0,46.0001,178.0,102.0,146.0,141.0,176.0,564.0,88.0,177.0,351.0,272.0,88.0,210.0,147.0,442.0,100.0,95.0,67.0
ENSG00000281357.2,1.00241,4.04068,225.449,346.936,231.21,296.776,12.4696,300.89,278.523,23.4844,319.023,251.812,332.934,8.09715,7.21357,237.701,395.754,266.589,352.084,5.19059,12.069
ENSG00000112195.8,8.00486,1.0,9.35898,36.304,19.764,52.1701,4.06395,26.2286,26.2148,2.04628,37.4124,37.1457,29.9103,2.00151,1.0023,17.5713,40.1053,40.3738,49.7854,4.1119900000000005,5.00744
ENSG00000136153.19,218.998,567.969,4100.17,4375.81,4221.1,3318.06,1173.83,3416.45,7537.82,4245.42,4060.68,8046.38,7336.72,1009.78,634.936,4297.43,5090.7,6933.23,4682.64,992.315,1346.8
ENSG00000136842.13,496.567,861.342,1133.94,1612.98,1098.53,1918.22,1144.9,1393.82,1564.04,3584.22,1569.73,2422.02,2080.4,1101.99,863.336,1556.12,1626.43,1801.16,1968.29,880.419,927.877
ENSG00000122861.15,12.0,42.0,37.0,15.0,31.0,19.0,40.0,20.0,79.9999,100.0,10.0,23.0,61.0,25.5454,24.0,9.0,28.0,23.0,17.0,6.0,10.0
ENSG00000076706.15,1474.75,608.658,556.487,1511.82,999.265,1092.13,680.059,586.789,1176.75,3770.07,393.537,721.796,1587.2,1684.11,1056.05,984.719,839.6030000000002,1579.33,392.457,511.957,1120.3
ENSG00000167325.14,183.105,247.0,879.078,1099.18,1063.61,720.579,513.0,773.193,815.7339999999998,1307.78,810.7560000000002,661.091,983.383,387.0,265.798,1260.88,1077.47,981.027,975.349,253.0,429.0
ENSG00000280096.1,10.7101,23.8989,15.1057,13.5041,27.5141,6.95575,19.4679,13.5461,12.5094,95.4434,18.4278,33.7412,16.4378,15.9829,28.5932,9.94027,52.3104,19.1296,12.7942,7.314089999999998,11.5157
ENSG00000263335.1,16.6071,9.0,14.5238,31.0,29.0,30.0,6.0,25.0,39.0,100.769,11.4487,5.0,46.0,10.0,24.8657,15.8723,8.0,14.0,25.0,5.0,38.0
ENSG00000112561.17,266.031,553.1,164.063,659.845,340.659,700.951,347.0,254.035,286.273,1004.06,345.14,348.014,530.988,483.209,385.025,277.091,257.716,373.152,322.499,190.0,346.134
ENSG00000228794.8,237.0,284.0,1455.35,1644.89,1382.2,1447.64,640.2080000000002,1561.68,1300.82,2306.4,1454.35,929.444,1228.64,647.094,392.126,1401.17,1694.59,1061.32,2120.06,450.166,587.4490000000002
ENSG00000205045.8,14.4482,7.42881,363.187,617.6669999999998,487.93300000000005,544.153,8.82592,481.554,433.273,33.63,545.007,433.501,547.738,7.066110000000001,9.49515,433.672,646.497,328.844,595.6419999999998,7.169860000000001,21.9089
ENSG00000151062.14,8.0,3.0,10.0,39.0,9.0,26.0,20.0,24.0,37.0,54.0,16.0,136.0,87.9999,27.0,10.0,22.0,26.0,66.0,13.0,12.0,14.0
ENSG00000253729.7,795.6439999999999,802.8430000000002,8805.49,12120.9,10425.3,10024.3,1329.37,8474.18,9773.93,3528.18,10033.5,8621.27,10874.1,981.243,790.988,11031.9,11675.3,8070.27,12321.1,1108.37,2083.73
ENSG00000269387.1,11.0,22.0,5.0,22.0,12.0,18.0,26.0,41.0,21.0,110.0,25.0,8.0,25.0,27.0,18.0,18.0,22.0,17.0,10.0,11.0,10.0
ENSG00000203734.11,5.65026,7.125089999999998,82.3016,153.85399999999996,129.465,226.546,14.9909,177.44400000000005,189.538,49.2618,200.461,130.71200000000002,147.614,6.9321600000000005,12.0076,162.253,196.676,167.122,167.03799999999995,8.69857,10.1158
ENSG00000124593.14,246.625,285.027,306.828,289.039,212.379,423.689,244.01,271.283,349.608,797.373,441.18,541.7669999999998,430.607,156.735,146.247,229.713,315.135,256.148,494.75,204.358,266.632
ENSG00000278224.4,7.635210000000002,10.291,7.56641,24.9547,12.6609,22.9041,27.727,19.0972,16.8233,91.2343,15.1294,12.9312,30.4227,20.7284,22.3262,8.71654,20.3795,9.25141,12.8974,5.2283800000000005,26.3448
ENSG00000164663.14,182.224,246.668,560.9169999999998,1324.4,699.8510000000001,1465.42,358.13699999999994,945.56,897.4680000000002,842.985,1039.02,874.44,1098.54,186.169,203.203,806.107,1011.49,611.232,1180.19,202.802,369.894
ENSG00000126822.16,963.301,1258.45,581.726,3637.68,1644.03,2576.99,1306.96,1251.54,1450.36,4587.86,782.7710000000002,995.135,2305.14,1300.71,1742.23,1193.91,1056.86,1018.16,718.7439999999998,761.0219999999998,2192.54
ENSG00000128536.15,54.0265,107.055,389.779,681.467,496.317,614.262,229.717,569.9,938.674,418.696,542.337,1091.68,1070.56,89.0,51.0131,408.979,512.16,772.4060000000002,482.292,116.296,155.421
ENSG00000226396.1,1.0,25.0119,6.00218,11.0,14.0,20.0,18.0,12.0,9.0,32.0029,10.228,12.0,15.0,7.0,8.00427,8.0,14.0,8.0,10.0,14.0,4.00359
ENSG00000187860.10,42.7393,122.296,171.699,167.97099999999998,199.923,208.904,125.443,227.83900000000003,175.238,506.80800000000005,199.293,197.767,211.419,136.566,69.9216,123.376,185.086,152.924,206.417,93.9667,151.75
ENSG00000112578.9,54.0,123.0,265.0,208.0,209.0,158.0,126.0,167.0,167.0,513.0,176.0,135.0,205.0,135.0,90.0,249.0,198.0,235.0,226.0,79.0,161.0
ENSG00000137413.15,196.977,199.366,662.3389999999998,914.049,774.263,906.244,229.416,888.53,840.926,700.18,859.6510000000002,884.187,986.056,154.737,141.852,838.17,1008.99,674.803,1203.42,203.075,282.767
ENSG00000188112.8,3.93571,6.738689999999999,46.9056,64.5431,57.2128,60.3552,6.40201,50.7098,73.2576,26.217,63.4136,108.573,78.6705,5.02507,2.02022,37.3504,71.6585,82.6048,64.5662,2.01778,4.024780000000002
ENSG00000048545.13,10.0,22.0,72.0,19.0,22.0,8.0,26.0,20.0,197.0,128.0,21.0,65.0,146.0,16.0,15.0,32.0,36.0,241.0,18.0,9.0,27.0
ENSG00000235142.7,5.0,4.0,15.2165,28.0,37.2601,31.2404,1.0,27.3912,18.0,6.48073,36.5862,16.7662,21.4095,9.0,1.0,21.9461,51.1587,24.0,30.6853,4.0,3.0
ENSG00000250116.2,5.0,4.0,38.0,59.0,55.0,134.0,3.0,64.0,104.0,6.0,70.0,151.0,188.0,2.0,4.0,41.0,71.0,111.0,94.0,5.0,6.0
ENSG00000112599.8,10.0,20.0,22.0,67.0,36.0,127.0,28.0,89.0,48.0,60.0,72.0,43.0,81.0,14.0,27.0,49.0,60.0,37.0,100.0,5.0,34.0
ENSG00000169045.17,2580.0,2518.05,6938.14,6283.7,7914.01,6152.1,3237.11,5341.89,7026.05,10887.8,8920.74,6537.58,6863.17,2739.0,2445.57,7339.06,8155.21,7875.65,10161.5,3016.0,3727.01
ENSG00000112619.7,8.0,73.0,217.0,249.0,180.0,201.0,126.0,217.0,54.0,427.0,220.0,54.0,149.0,127.0,131.0,250.0,370.0,105.0,171.0,18.0,81.0
ENSG00000124659.6,85.3934,280.774,594.7719999999998,535.193,446.17800000000005,314.211,474.155,362.006,339.279,1613.75,332.0730000000001,179.206,291.464,509.666,271.71,684.63,403.194,406.918,385.857,235.927,385.978
ENSG00000112624.12,230.0,243.0,1038.0,2430.01,1603.0,1934.0,368.0,1806.0,1351.0,1499.0,1731.0,1096.0,1542.0,354.0,281.0,1628.0,2012.0,994.0,2118.0,298.0,689.0
ENSG00000146223.14,651.751,1036.67,5119.96,3634.39,4291.65,2551.1,1655.79,3433.23,2638.54,5405.5,3409.25,2072.57,2907.68,1290.99,974.301,5360.92,4360.44,3076.05,4115.43,963.905,1795.49
ENSG00000221821.3,42.0,98.0,25.0,34.0,23.0,22.0,106.0,34.0,36.0,440.0,33.0,27.0,32.0,140.0,110.0,37.0,27.0,68.0,23.0,44.0,95.0
ENSG00000177301.13,618.989,1303.23,9025.48,16386.0,11298.5,9396.23,1448.68,11896.2,7945.77,5582.06,16816.0,7452.18,6703.46,1084.65,716.0,12410.0,14012.8,4344.44,20083.7,1251.66,3522.05
ENSG00000231113.2,20.2978,36.7723,105.824,134.315,113.163,221.736,37.5974,161.761,111.978,149.145,229.953,212.861,192.925,27.1556,23.2209,108.527,172.241,96.6282,200.715,25.0072,32.7885
ENSG00000124713.5,20.0,22.0,26.0,64.0,17.0,91.0,37.0,60.0,39.0,121.0,58.0,95.0,85.0,14.0,33.0,44.0,67.0,26.0,100.0,21.0,22.0
ENSG00000124587.13,401.0,1162.0,721.0,914.0,891.0,1564.0,765.0,635.0,909.0,3499.0,1271.0,1182.0,852.0,469.0,720.0,612.0,754.0,420.0,1390.0,562.0,912.0
ENSG00000184708.17,328.129,448.097,1505.1,2063.62,1742.98,1715.87,803.466,1611.7,1503.12,2225.97,1773.29,1368.36,1726.67,536.066,425.101,1797.67,2030.73,1411.85,2175.52,489.081,771.508
ENSG00000229043.2,19.0,22.0,42.0203,110.094,74.036,38.032,51.0,74.161,44.0533,132.161,55.2101,47.2899,104.055,39.0628,43.0,52.0126,75.2003,39.0258,80.1118,21.0,91.0
ENSG00000112640.14,387.107,1228.13,1751.65,2133.28,1832.1,1718.29,1630.65,1570.89,2160.18,4862.01,1961.1,1844.68,2069.68,1391.16,808.324,1998.22,1934.59,1830.43,2401.15,1074.83,1692.23
ENSG00000124733.3,385.892,966.871,1227.35,685.721,1070.9,405.708,1278.35,789.1080000000002,720.815,5063.99,667.905,400.321,544.319,1086.84,867.676,1389.78,975.411,895.573,961.847,744.168,1000.77
ENSG00000124702.17,1578.0,4971.0,6917.0,5389.0,6227.0,3364.0,5544.0,4121.0,3344.0,20692.0,3939.0,2483.0,3081.0,5826.0,3034.0,6450.0,5436.0,3680.0,5578.0,3118.0,4758.0
ENSG00000125868.15,2171.61,3852.02,9404.06,7736.46,8450.47,4302.78,6137.24,6580.68,5340.16,24360.0,8179.57,3253.93,4876.31,5867.47,4258.19,11952.1,9399.0,6562.83,9465.66,4180.0,5621.64
ENSG00000272223.1,2.0,5.28836,10.4526,12.564,14.1319,39.3485,7.2766199999999985,21.2961,26.3956,57.7928,12.7704,18.8424,30.1637,15.7681,9.26918,7.2477399999999985,25.1516,6.06733,28.8718,9.83335,4.11855
ENSG00000267426.5,27.7678,99.374,45.6449,127.226,87.1861,100.588,65.07600000000001,102.954,110.239,232.637,114.466,177.882,157.514,48.1272,27.7659,79.7735,89.8822,78.2133,175.588,33.5044,51.9562
