gene_id,Gene name,HGNC symbol,H/C,Log2FC,C_0113_CAP_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_1105_CAP_mRNASeq
ENSG00000164616,FBXL21,FBXL21,0.21689713460218568,-2.2049171009943858,324.58340866080505,39.282744828251474,240.33279606143432,83.24596126634395
ENSG00000223535,FAM90A17P,FAM90A17P,0.21785404028314023,-2.198566225414869,20.08078916557906,8.585357595423075,84.20992550344404,14.134795959239767
ENSG00000253869,PIGFP1,PIGFP1,0.22423675017246392,-2.1569053540024483,24.035251325341648,9.303807985638507,31.95925876922493,3.252218985466329
ENSG00000189238,LINC00943,LINC00943,0.22656043651217403,-2.1420321447221844,7.268086729595681,3.1012693285461688,44.21508517730387,8.562780571712288
ENSG00000184139,RPL7AP28,RPL7AP28,0.22723227003820964,-2.1377603633979305,9.344682938051587,5.168782214243617,41.66421487861327,6.422085428784214
ENSG00000259222,RP11-809H16.5,,0.22729255648439847,-2.1373776562172258,19.75870909364755,4.584120582861663,29.0988828742932,6.520846399203203
ENSG00000245067,IGFBP7-AS1,IGFBP7-AS1,0.23067426104481709,-2.1160710598071897,133.94045544540614,3.1012693285461688,18.706382190397797,32.11042714392108
ENSG00000164694,FNDC1,FNDC1,0.23490857524115494,-2.0898287155854502,97.60002179742771,8.270051542789785,5.952030696944753,16.05521357196054
ENSG00000188379,IFNA2,IFNA2,0.23564184203370886,-2.0853323590517716,29.072346918382724,5.168782214243617,24.65841288734255,7.492433000248251
ENSG00000248587,GDNF-AS1,GDNF-AS1,0.23690590957413685,-2.077613908099155,341.7869699497581,53.27236401803468,254.56920319842655,88.00793761178744
ENSG00000279811,RP11-862L9.2,,0.23721318845218078,-2.075743872585131,857.1316978098444,267.6881296063483,1478.093291675277,286.2580359026276
ENSG00000259445,RP11-276M12.1,,0.23789724175321594,-2.071589550034888,63.77081594433504,7.145810398498512,11.254439757822961,10.702490994874614
ENSG00000236235,LA16c-13E4.3,,0.23873083428730676,-2.066543179073147,32.455745120819934,7.236295099941063,15.301310457685654,4.164786621420852
ENSG00000206341,HLA-H,HLA-H,0.24017852252700955,-2.057820948128319,12.192319318707176,17.324207347480332,120.72843978652868,14.600504187583768
ENSG00000118271,TTR,TTR,0.2463656457417326,-2.02112700027294,283.45538245423154,24.810154628369354,12.75435149345304,48.16574775063877
ENSG00000189366,ALG1L,ALG1L,0.247405392113744,-2.015051151198037,17.96982528987321,10.458617307944817,28.66574509757553,1.079274270210046
